districts,mapped streets,total streets,percentage street,mapped segments,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,2063,3492,59.077892325315005,8533,19310,44.189539098912476,812.7676351152192,1873.8301855182842,43.37466870779515
Ciutat_Vella,397,517,76.78916827852998,868,1447,59.98617829993089,69.38763395543626,109.24794119097878,63.51390534137222
Eixample,139,140,99.28571428571429,1790,2159,82.90875405280222,178.03775992434058,207.55438362316366,85.77884832709024
Sants_Montjuic,247,490,50.40816326530613,842,2907,28.964568283453733,86.2673515763039,284.6973812855034,30.301420823324083
Les_Corts,151,231,65.36796536796537,626,1227,51.01874490627547,60.640493675588594,117.14190588320041,51.76669546084719
Sarria_Sant_Gervasi,329,548,60.03649635036496,1222,2654,46.04370761115298,108.09578305609156,286.6812608650586,37.70591169088392
Gracia,329,337,97.62611275964392,1192,1288,92.54658385093167,100.53302360876161,108.13260029331913,92.9719837829267
Horta_Guinardo,239,444,53.82882882882883,720,2233,32.24361845051501,70.46577933473915,228.96481789601998,30.775810878831106
Nou_Barris,81,336,24.107142857142858,244,1603,15.221459762944479,28.251717951307185,162.43614420741625,17.39250712281886
Sant_Andreu,127,308,41.23376623376623,397,1543,25.729099157485418,39.48610145653373,142.16588776340268,27.774666678301795
Sant_Marti,238,342,69.5906432748538,1195,2505,47.70459081836327,125.34932871309658,242.12624872171415,51.7702353110694
