districts,mapped streets,total streets,percentage street,mapped segments,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,1956,3492,56.013745704467354,8036,19310,41.615743138270325,770.0809661756306,1873.8301855182842,41.09662509052992
Ciutat_Vella,397,517,76.78916827852998,864,1447,59.70974429854871,69.11421911316512,109.24794119097878,63.26363532320028
Eixample,139,140,99.28571428571429,1767,2159,81.84344603983325,175.66301067971997,207.55438362316366,84.63469073178153
Sants_Montjuic,247,490,50.40816326530613,842,2907,28.964568283453733,86.2673515763039,284.6973812855034,30.301420823324083
Les_Corts,142,231,61.471861471861466,575,1227,46.862265688671556,56.304059353378804,117.14190588320041,48.06483122232818
Sarria_Sant_Gervasi,265,548,48.35766423357664,943,2654,35.53127354935946,84.6535788349435,286.6812608650586,29.528814886435878
Gracia,327,337,97.03264094955489,1182,1288,91.77018633540372,99.84600497542772,108.13260029331913,92.33663548697312
Horta_Guinardo,221,444,49.77477477477478,652,2233,29.198387819077475,64.82370653423331,228.96481789601998,28.311645050931695
Nou_Barris,81,336,24.107142857142858,244,1603,15.221459762944479,28.251717951307185,162.43614420741625,17.39250712281886
Sant_Andreu,113,308,36.688311688311686,355,1543,23.00712896953986,35.69354313184791,142.16588776340268,25.106967426145378
Sant_Marti,238,342,69.5906432748538,1179,2505,47.06586826347306,123.44028877712167,242.12624872171415,50.981787158069245
